f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
1.3197484574856129,-2.573188151095392,1.103152869804157,-0.06077185932249396,-0.8658462208154105,1.2693116360469865,-0.16685945386569578,-1.4112227120307688,-1.750093898967043,-0.6121983072070545,-0.7341720788678245,-1.9185000969172137,0.6334153182704136,-0.1260101459136378,-1.9356025210368013,0
0.6222102216596592,0.022371095293789178,3.2186055937511826,0.8887048844924298,-1.8457266441908946,0.8458726384257353,0.6323908757349463,1.5519104446954055,-1.543202382175508,-0.7549902746789772,-2.374128341589776,-4.237377259267747,0.39683284576171984,1.148335151728849,-3.5667707330344767,0
2.1974012741964675,8.477476940172322,1.0081797233009724,-1.298274027903546,1.0819536917681385,-0.40785130180055834,2.768386515763532,2.2886698954337366,5.273737290092577,-0.04742264026257748,3.158228928930871,2.8823185850976385,1.0895627683906206,0.3757375631953871,0.41971898433534416,1
-2.6880939033512576,-1.6414369260266863,-0.1097283220625268,0.753797286009195,-3.054967690383493,0.7644495312330555,-1.9348909309815774,-2.95652402589689,3.9229631837261154,0.60365289736556,0.23964289265585692,1.0278117964425761,1.862113387344209,1.0492537557025217,1.786655079013581,0
-0.2355637120703975,-0.7866488148695493,-3.7182930357212047,0.3090752245292072,-0.11353467274394213,1.1187670869312587,-2.7017734061892567,3.9718614535254266,1.1900139967213998,0.8403571800937544,1.7514665697006366,0.7970112113365957,3.142877716067529,0.3757004758725543,1.7242771602311142,1
1.1803907048737752,-1.7520863985109894,-0.9261002014656046,-0.27515431011448643,0.3174179666437811,-0.0579242105012682,0.8286816546169156,-0.5926069546224326,-0.7069035013002145,-1.2151867803727145,0.10470662990363488,0.4533559694642074,0.2674350335190103,0.23084120265389388,2.379878115713717,1
0.007560688841893204,4.85747142186615,1.9777539201683372,-2.161976397140955,0.4147534491751067,0.8886029847345045,1.4874974271339858,-0.21482209412764286,2.8834622359193487,0.20988072070541422,5.0528592180696625,0.8129198908317796,-1.0393670560186006,0.5180528146699551,2.289484252781922,1
0.23285621233858933,1.6950039078156611,1.6508092429527825,2.5739251323045544,-0.930987154651435,0.23258190270368514,-0.5080073200480848,-0.9593506967159744,-0.9730744029752616,-0.5800058505665172,0.9133975797128802,-2.3266686464691717,-2.772660947083348,-0.008894118300489971,-1.5984208206368358,0
-1.800330959925581,1.1557046645761875,-2.2238509832256446,-0.4662325991814204,2.2373758655731155,0.0893945177902977,-1.4928375811763015,0.9866516327452364,2.039582201793384,0.688660358446576,1.818002419114276,2.6704896222495282,2.0853491296107602,0.7122824789812252,3.028797496230906,0
0.46456296610345904,-2.103464501763229,2.182033281205006,-0.17585288928038234,-1.2514636901929133,-0.5269312858133872,1.316320541991365,-2.73015240610387,-2.4837723960385434,1.3863417430649523,-1.199107029962858,-1.9622773837261738,-1.343606887485898,0.7023902166673655,-3.0654889874733513,0
